start_timestamp,end_timestamp
2019-07-22 08:58:38,2019-07-22 09:07:41
2019-07-22 15:24:07,2019-07-22 15:47:06
2019-07-23 04:25:35,2019-07-23 04:30:50
2019-07-23 04:49:46,2019-07-23 04:53:46
2019-07-23 09:12:51,2019-07-23 09:18:18
2019-07-23 22:26:47,2019-07-23 22:38:57
2019-07-24 07:51:07,2019-07-24 08:14:24
2019-07-24 11:04:29,2019-07-24 11:14:52
2019-07-24 19:49:29,2019-07-24 19:59:45
2019-07-25 09:48:11,2019-07-25 10:08:04
2019-07-25 10:31:29,2019-07-25 10:49:02
2019-07-26 01:04:03,2019-07-26 01:16:30
2019-07-26 08:06:08,2019-07-26 08:17:56
2019-07-26 17:55:24,2019-07-26 18:12:18
2019-07-26 19:45:15,2019-07-26 19:48:30
2019-07-26 22:02:04,2019-07-26 22:19:59
2019-07-27 06:36:48,2019-07-27 06:47:10
2019-07-27 15:10:38,2019-07-27 15:21:30
2019-07-27 21:09:32,2019-07-27 21:22:01
2019-07-29 11:43:45,2019-07-29 12:04:53
2019-07-29 20:22:58,2019-07-29 20:36:34
2019-07-30 02:20:36,2019-07-30 02:32:49
2019-07-30 04:11:08,2019-07-30 04:21:59
2019-07-30 04:25:20,2019-07-30 04:29:37
2019-07-30 09:20:04,2019-07-30 09:26:43
2019-07-30 12:23:20,2019-07-30 12:38:01
2019-07-31 06:11:28,2019-07-31 06:17:20
2019-07-31 16:22:40,2019-07-31 16:35:11
2019-07-31 21:22:27,2019-07-31 21:44:42
2019-07-31 23:07:00,2019-07-31 23:10:24
2019-08-01 14:48:02,2019-08-01 14:53:00
2019-08-01 16:06:12,2019-08-01 16:15:57
2019-08-02 10:09:11,2019-08-02 10:17:23
2019-08-02 12:33:59,2019-08-02 12:44:28
2019-08-03 14:21:15,2019-08-03 14:29:04
2019-08-03 23:44:39,2019-08-04 00:00:01
2019-08-04 06:07:15,2019-08-04 06:21:56
2019-08-04 06:23:32,2019-08-04 06:38:36
2019-08-04 09:43:56,2019-08-04 09:48:55
2019-08-04 20:50:33,2019-08-04 20:55:45
2019-08-05 01:57:03,2019-08-05 02:06:10
2019-08-05 02:43:03,2019-08-05 03:04:44
2019-08-05 05:53:03,2019-08-05 05:57:56
2019-08-06 08:19:14,2019-08-06 08:34:50
2019-08-06 17:07:56,2019-08-06 17:22:17
2019-08-07 06:41:47,2019-08-07 06:51:35
2019-08-07 10:42:03,2019-08-07 10:48:51
2019-08-07 18:22:06,2019-08-07 18:28:39
2019-08-07 20:29:18,2019-08-07 20:45:29
2019-08-07 21:02:14,2019-08-07 21:13:29
2019-08-07 21:18:55,2019-08-07 21:39:07
2019-08-07 21:52:11,2019-08-07 22:07:20
2019-08-08 04:22:22,2019-08-08 04:43:48
2019-08-09 02:58:39,2019-08-09 03:12:52
2019-08-09 14:02:29,2019-08-09 14:09:05
2019-08-09 23:16:50,2019-08-09 23:38:24
2019-08-09 23:55:29,2019-08-10 00:10:18
2019-08-10 15:47:14,2019-08-10 16:09:14
2019-08-11 00:54:51,2019-08-11 01:08:44
2019-08-11 12:08:58,2019-08-11 12:16:37
2019-08-11 15:39:57,2019-08-11 15:54:07
2019-08-11 18:30:16,2019-08-11 18:42:28
2019-08-11 23:05:43,2019-08-11 23:20:02
2019-08-12 08:31:22,2019-08-12 08:38:47
2019-08-12 14:44:55,2019-08-12 15:08:04
2019-08-13 04:41:24,2019-08-13 04:49:35
2019-08-13 06:04:39,2019-08-13 06:21:58
2019-08-13 08:09:21,2019-08-13 08:14:09
2019-08-13 09:29:22,2019-08-13 09:43:00
2019-08-13 18:35:34,2019-08-13 18:43:54
2019-08-14 00:56:36,2019-08-14 00:59:53
2019-08-14 09:04:54,2019-08-14 09:09:29
2019-08-14 12:32:29,2019-08-14 12:37:26
2019-08-14 19:18:25,2019-08-14 19:38:44
2019-08-15 14:00:43,2019-08-15 14:23:17
2019-08-15 23:31:33,2019-08-15 23:46:57
2019-08-16 00:09:57,2019-08-16 00:32:02
2019-08-16 12:13:09,2019-08-16 12:23:48
2019-08-16 15:50:46,2019-08-16 15:54:03
2019-08-16 17:00:56,2019-08-16 17:09:55
2019-08-16 18:47:41,2019-08-16 19:08:36
2019-08-16 22:33:40,2019-08-16 22:37:19
2019-08-17 00:00:40,2019-08-17 00:14:16
2019-08-17 13:05:24,2019-08-17 13:26:06
2019-08-17 19:53:18,2019-08-17 20:07:16
2019-08-18 05:53:09,2019-08-18 06:03:30
2019-08-18 12:26:12,2019-08-18 12:33:11
2019-08-18 12:59:01,2019-08-18 13:05:45
2019-08-19 08:51:51,2019-08-19 09:08:40
2019-08-20 06:44:15,2019-08-20 06:48:58
2019-08-20 11:08:54,2019-08-20 11:22:46
2019-08-21 02:54:22,2019-08-21 02:58:58
2019-08-21 17:30:10,2019-08-21 17:30:56
2019-08-21 17:44:55,2019-08-21 17:46:25
2019-08-22 01:28:17,2019-08-22 01:50:30
2019-08-22 09:04:26,2019-08-22 09:04:56
2019-08-22 09:08:47,2019-08-22 09:18:04
2019-08-23 00:55:44,2019-08-23 01:04:56
2019-08-23 01:10:01,2019-08-23 01:22:17
2019-08-23 05:35:03,2019-08-23 05:45:13
2019-08-23 08:31:05,2019-08-23 08:51:03
2019-08-23 10:45:44,2019-08-23 10:53:33
2019-08-24 06:26:40,2019-08-24 06:29:25
2019-08-25 01:55:44,2019-08-25 02:06:19
2019-08-25 09:45:58,2019-08-25 09:57:08
2019-08-25 11:08:34,2019-08-25 11:19:51
2019-08-26 04:29:52,2019-08-26 04:52:56
2019-08-26 05:00:40,2019-08-26 05:15:06
2019-08-26 23:06:44,2019-08-26 23:28:51
2019-08-27 02:55:25,2019-08-27 03:06:09
2019-08-27 23:33:15,2019-08-27 23:55:49
2019-08-28 13:00:26,2019-08-28 13:23:27
2019-08-28 17:52:08,2019-08-28 18:10:33
2019-08-29 14:24:18,2019-08-29 14:46:48
2019-08-29 14:47:02,2019-08-29 15:07:26
2019-08-30 07:09:43,2019-08-30 07:28:34
2019-08-30 16:24:44,2019-08-30 16:46:54
2019-08-30 20:14:09,2019-08-30 20:37:19
2019-08-31 02:49:28,2019-08-31 03:07:34
2019-08-31 08:02:28,2019-08-31 08:09:36
2019-08-31 12:04:37,2019-08-31 12:12:38
2019-09-01 05:37:57,2019-09-01 05:46:52
2019-09-01 13:47:02,2019-09-01 13:57:48
2019-09-01 14:29:19,2019-09-01 14:51:38
2019-09-02 07:16:56,2019-09-02 07:25:23
2019-09-02 09:10:45,2019-09-02 09:14:54
2019-09-02 10:47:59,2019-09-02 11:09:20
2019-09-03 00:25:59,2019-09-03 00:36:24
2019-09-03 03:55:24,2019-09-03 04:02:14
2019-09-03 06:01:40,2019-09-03 06:15:03
2019-09-03 09:54:26,2019-09-03 10:16:51
2019-09-03 22:27:13,2019-09-03 22:34:07
2019-09-04 06:01:49,2019-09-04 06:15:48
2019-09-04 12:29:19,2019-09-04 12:48:09
2019-09-05 15:34:53,2019-09-05 15:46:51
2019-09-05 22:16:52,2019-09-05 22:19:49
2019-09-06 07:08:00,2019-09-06 07:15:49
2019-09-06 15:13:21,2019-09-06 15:19:46
2019-09-06 21:07:49,2019-09-06 21:20:20
2019-09-06 22:52:50,2019-09-06 22:55:37
2019-09-07 00:09:40,2019-09-07 00:32:15
2019-09-07 03:57:19,2019-09-07 04:20:49
2019-09-07 05:35:44,2019-09-07 05:51:11
2019-09-07 19:14:50,2019-09-07 19:26:57
2019-09-07 21:57:32,2019-09-07 22:14:08
2019-09-08 03:33:31,2019-09-08 03:43:52
2019-09-08 04:19:43,2019-09-08 04:24:59
2019-09-08 07:38:15,2019-09-08 07:45:44
2019-09-08 13:04:53,2019-09-08 13:24:32
2019-09-08 13:25:50,2019-09-08 13:34:13
2019-09-08 15:43:29,2019-09-08 15:57:30
2019-09-08 19:48:14,2019-09-08 20:08:24
2019-09-08 21:04:54,2019-09-08 21:24:11
2019-09-08 21:55:02,2019-09-08 22:18:07
2019-09-09 10:17:29,2019-09-09 10:26:38
2019-09-09 12:14:18,2019-09-09 12:29:22
2019-09-09 18:17:06,2019-09-09 18:39:43
2019-09-10 00:34:15,2019-09-10 00:55:54
2019-09-10 01:25:30,2019-09-10 01:47:32
2019-09-10 02:14:02,2019-09-10 02:29:08
2019-09-10 14:17:48,2019-09-10 14:28:00
2019-09-10 14:34:38,2019-09-10 14:35:03
2019-09-11 02:26:02,2019-09-11 02:37:17
2019-09-11 08:37:03,2019-09-11 08:55:55
2019-09-12 00:33:32,2019-09-12 00:38:04
2019-09-12 15:34:38,2019-09-12 15:45:20
2019-09-12 18:06:38,2019-09-12 18:26:14
2019-09-12 21:16:15,2019-09-12 21:28:49
2019-09-13 01:57:36,2019-09-13 02:04:32
2019-09-13 05:59:10,2019-09-13 06:05:19
2019-09-13 11:11:34,2019-09-13 11:23:01
2019-09-13 15:16:32,2019-09-13 15:27:39
2019-09-13 18:30:19,2019-09-13 18:39:55
2019-09-14 08:03:41,2019-09-14 08:18:59
2019-09-14 11:48:20,2019-09-14 12:11:04
2019-09-14 12:11:23,2019-09-14 12:22:40
2019-09-14 21:37:11,2019-09-14 21:57:15
2019-09-15 04:18:40,2019-09-15 04:26:56
2019-09-15 10:17:10,2019-09-15 10:21:39
2019-09-15 18:04:04,2019-09-15 18:14:08
2019-09-16 03:36:05,2019-09-16 03:50:10
2019-09-16 06:26:10,2019-09-16 06:37:27
2019-09-16 22:19:13,2019-09-16 22:42:29
2019-09-17 01:16:38,2019-09-17 01:25:02
2019-09-17 10:57:43,2019-09-17 11:04:27
2019-09-17 12:15:20,2019-09-17 12:33:10
2019-09-17 14:34:45,2019-09-17 14:57:21
2019-09-17 15:06:54,2019-09-17 15:17:15
2019-09-17 17:02:34,2019-09-17 17:07:32
2019-09-17 23:14:14,2019-09-17 23:23:18
2019-09-17 23:35:04,2019-09-17 23:51:03
2019-09-18 02:50:11,2019-09-18 03:01:36
2019-09-18 06:36:39,2019-09-18 06:57:09
2019-09-18 07:26:33,2019-09-18 07:42:41
2019-09-18 18:55:27,2019-09-18 19:01:05
2019-09-18 21:55:11,2019-09-18 22:11:18
2019-09-19 00:19:15,2019-09-19 00:22:31
2019-09-19 15:12:28,2019-09-19 15:21:12
2019-09-20 01:18:59,2019-09-20 01:35:40
2019-09-20 06:52:58,2019-09-20 07:06:26
2019-09-20 10:34:59,2019-09-20 10:55:50
2019-09-20 17:21:07,2019-09-20 17:35:34
2019-09-20 22:07:16,2019-09-20 22:30:46
2019-09-21 01:25:17,2019-09-21 01:28:44
2019-09-21 02:12:12,2019-09-21 02:28:53
2019-09-23 08:22:23,2019-09-23 08:45:07
2019-09-23 14:55:46,2019-09-23 15:09:11
2019-09-24 00:30:21,2019-09-24 00:39:30
2019-09-24 00:41:07,2019-09-24 00:54:43
2019-09-24 07:48:52,2019-09-24 08:04:12
2019-09-24 16:22:33,2019-09-24 16:33:53
2019-09-24 22:39:07,2019-09-24 22:44:38
2019-09-25 01:06:26,2019-09-25 01:16:02
2019-09-25 09:24:35,2019-09-25 09:32:44
2019-09-26 00:41:46,2019-09-26 00:44:31
2019-09-26 05:28:58,2019-09-26 05:32:46
2019-09-26 08:34:50,2019-09-26 08:54:26
2019-09-26 10:17:54,2019-09-26 10:35:45
2019-09-26 23:34:45,2019-09-26 23:39:16
2019-09-27 02:06:56,2019-09-27 02:26:28
2019-09-27 08:42:11,2019-09-27 08:46:25
2019-09-27 09:14:49,2019-09-27 09:22:46
2019-09-27 10:10:55,2019-09-27 10:23:23
2019-09-27 12:38:44,2019-09-27 12:47:44
2019-09-28 08:23:39,2019-09-28 08:46:02
2019-09-28 10:35:32,2019-09-28 10:43:03
2019-09-29 01:24:50,2019-09-29 01:39:11
2019-09-29 06:03:11,2019-09-29 06:26:01
2019-09-29 13:27:12,2019-09-29 13:49:43
2019-09-29 19:27:58,2019-09-29 19:42:02
2019-09-30 00:36:56,2019-09-30 00:53:04
2019-09-30 02:58:16,2019-09-30 03:13:38
2019-09-30 07:41:22,2019-09-30 07:54:01
2019-09-30 12:11:22,2019-09-30 12:17:40
2019-09-30 13:19:08,2019-09-30 13:22:59
2019-10-01 16:58:47,2019-10-01 17:16:07
2019-10-02 00:11:02,2019-10-02 00:28:43
2019-10-03 07:22:38,2019-10-03 07:27:02
2019-10-03 12:06:29,2019-10-03 12:22:13
2019-10-03 15:27:25,2019-10-03 15:37:18
2019-10-03 22:16:24,2019-10-03 22:32:06
2019-10-05 14:29:51,2019-10-05 14:38:25
2019-10-05 15:17:48,2019-10-05 15:24:37
2019-10-05 17:42:29,2019-10-05 18:05:59
2019-10-05 19:35:02,2019-10-05 19:51:57
2019-10-08 00:45:39,2019-10-08 00:49:37
2019-10-08 01:49:29,2019-10-08 02:06:39
2019-10-08 02:07:42,2019-10-08 02:30:33
2019-10-08 05:41:58,2019-10-08 06:05:27
2019-10-08 09:51:02,2019-10-08 10:09:20
2019-10-08 17:03:01,2019-10-08 17:23:44
2019-10-09 00:17:42,2019-10-09 00:38:34
2019-10-09 09:33:43,2019-10-09 09:42:14
2019-10-09 14:07:10,2019-10-09 14:12:17
2019-10-10 01:06:10,2019-10-10 01:24:00
2019-10-10 05:21:04,2019-10-10 05:30:33
2019-10-10 09:57:04,2019-10-10 10:08:58
2019-10-10 12:09:09,2019-10-10 12:31:23
2019-10-10 17:31:18,2019-10-10 17:46:17
2019-10-10 20:29:38,2019-10-10 20:33:21
2019-10-11 00:39:21,2019-10-11 01:00:57
2019-10-11 15:37:59,2019-10-11 15:50:55
2019-10-12 21:07:39,2019-10-12 21:20:38
2019-10-13 07:41:31,2019-10-13 07:47:48
2019-10-13 15:45:53,2019-10-13 15:56:05
2019-10-13 16:52:35,2019-10-13 17:13:22
2019-10-14 12:52:55,2019-10-14 13:13:56
2019-10-14 21:26:05,2019-10-14 21:44:58
2019-10-15 00:56:25,2019-10-15 01:16:42
2019-10-15 13:12:36,2019-10-15 13:24:31
2019-10-16 14:51:47,2019-10-16 15:02:19
2019-10-16 17:20:33,2019-10-16 17:28:34
2019-10-16 19:18:55,2019-10-16 19:35:22
2019-10-17 05:40:59,2019-10-17 05:57:27
2019-10-17 08:01:50,2019-10-17 08:06:44
2019-10-17 10:27:42,2019-10-17 10:47:26
2019-10-17 23:50:38,2019-10-18 00:13:02
2019-10-18 06:29:25,2019-10-18 06:40:55
2019-10-18 21:41:48,2019-10-18 21:50:36
2019-10-19 07:02:16,2019-10-19 07:16:11
2019-10-19 15:54:44,2019-10-19 16:15:17
2019-10-19 17:48:03,2019-10-19 18:05:05
2019-10-19 18:09:00,2019-10-19 18:16:04
2019-10-19 22:32:03,2019-10-19 22:51:05
2019-10-20 03:00:38,2019-10-20 03:14:17
2019-10-20 18:19:48,2019-10-20 18:31:36
2019-10-20 20:04:09,2019-10-20 20:21:02
2019-10-21 20:33:03,2019-10-21 20:53:39
2019-10-22 05:15:22,2019-10-22 05:30:29
2019-10-22 08:16:27,2019-10-22 08:20:13
2019-10-23 08:50:38,2019-10-23 08:59:42
2019-10-23 09:25:21,2019-10-23 09:30:03
2019-10-23 22:51:14,2019-10-23 22:58:54
2019-10-24 01:01:21,2019-10-24 01:06:41
2019-10-24 12:39:04,2019-10-24 12:54:51
2019-10-24 19:33:32,2019-10-24 19:48:02
2019-10-25 03:42:19,2019-10-25 03:57:25
2019-10-25 05:26:33,2019-10-25 05:50:07
2019-10-25 10:39:31,2019-10-25 10:46:39
2019-10-25 10:56:15,2019-10-25 10:58:42
2019-10-25 10:59:00,2019-10-25 11:09:55
2019-10-25 14:21:08,2019-10-25 14:32:58
2019-10-25 16:31:49,2019-10-25 16:54:15
2019-10-25 18:59:42,2019-10-25 19:09:04
2019-10-26 02:26:14,2019-10-26 02:45:37
2019-10-26 05:15:52,2019-10-26 05:24:39
2019-10-26 09:22:48,2019-10-26 09:37:29
2019-10-26 11:23:39,2019-10-26 11:39:28
2019-10-26 15:54:00,2019-10-26 16:02:17
2019-10-27 04:41:36,2019-10-27 04:55:49
2019-10-27 11:56:23,2019-10-27 12:11:38
2019-10-27 16:40:24,2019-10-27 16:50:49
2019-10-27 21:10:12,2019-10-27 21:16:07
2019-10-27 21:22:59,2019-10-27 21:36:14
2019-10-28 02:47:37,2019-10-28 02:51:44
2019-10-28 04:31:15,2019-10-28 04:46:39
2019-10-28 15:37:03,2019-10-28 15:52:11
2019-10-28 17:10:55,2019-10-28 17:14:01
2019-10-28 18:06:35,2019-10-28 18:20:57
2019-10-28 23:14:56,2019-10-28 23:21:05
2019-10-29 00:41:51,2019-10-29 00:47:38
2019-10-29 10:29:42,2019-10-29 10:43:45
2019-10-29 19:15:29,2019-10-29 19:31:39
2019-10-30 07:03:32,2019-10-30 07:18:22
2019-10-31 10:23:32,2019-10-31 10:46:25
2019-10-31 12:01:18,2019-10-31 12:07:52
2019-10-31 17:18:53,2019-10-31 17:30:02
2019-11-01 02:45:00,2019-11-01 02:59:43
2019-11-01 09:52:43,2019-11-01 09:55:54
2019-11-01 17:26:12,2019-11-01 17:33:31
2019-11-02 02:03:52,2019-11-02 02:12:54
2019-11-02 13:45:56,2019-11-02 13:50:00
2019-11-02 21:56:54,2019-11-02 22:15:23
2019-11-02 22:39:07,2019-11-02 23:00:38
2019-11-03 05:42:06,2019-11-03 06:03:30
2019-11-03 14:21:18,2019-11-03 14:32:16
2019-11-03 15:15:48,2019-11-03 15:24:28
2019-11-03 16:38:21,2019-11-03 16:53:54
2019-11-04 01:40:57,2019-11-04 01:56:58
2019-11-04 04:40:55,2019-11-04 04:53:35
2019-11-04 08:47:59,2019-11-04 09:10:12
2019-11-04 12:57:00,2019-11-04 13:00:26
2019-11-04 16:54:39,2019-11-04 17:03:45
2019-11-04 22:24:24,2019-11-04 22:40:23
2019-11-05 00:44:11,2019-11-05 00:56:25
2019-11-05 12:00:22,2019-11-05 12:10:14
2019-11-05 14:12:25,2019-11-05 14:26:42
2019-11-05 14:29:37,2019-11-05 14:35:44
2019-11-05 17:56:35,2019-11-05 18:08:02
2019-11-05 18:22:39,2019-11-05 18:35:39
2019-11-05 22:17:29,2019-11-05 22:21:29
2019-11-05 22:36:17,2019-11-05 22:46:42
2019-11-05 22:56:41,2019-11-05 23:17:19
2019-11-06 07:28:21,2019-11-06 07:48:17
2019-11-06 09:49:45,2019-11-06 10:00:24
2019-11-06 15:52:39,2019-11-06 16:07:30
2019-11-06 19:42:35,2019-11-06 19:50:35
2019-11-07 13:41:23,2019-11-07 14:03:00
2019-11-08 11:39:27,2019-11-08 12:02:55
2019-11-08 15:06:56,2019-11-08 15:19:37
2019-11-08 18:58:32,2019-11-08 19:08:58
2019-11-08 19:11:52,2019-11-08 19:17:13
2019-11-09 07:00:23,2019-11-09 07:04:19
2019-11-09 11:41:36,2019-11-09 11:47:13
2019-11-09 12:09:01,2019-11-09 12:19:42
2019-11-09 13:32:53,2019-11-09 13:53:10
2019-11-10 04:34:41,2019-11-10 04:38:34
2019-11-10 06:13:06,2019-11-10 06:17:09
2019-11-10 07:49:48,2019-11-10 07:56:44
2019-11-10 14:24:13,2019-11-10 14:41:40
2019-11-10 15:31:59,2019-11-10 15:40:18
2019-11-10 21:58:53,2019-11-10 22:13:25
2019-11-11 00:39:38,2019-11-11 00:58:30
2019-11-11 01:15:41,2019-11-11 01:23:43
2019-11-11 03:49:46,2019-11-11 03:54:41
2019-11-11 03:57:40,2019-11-11 04:18:00
2019-11-11 07:35:16,2019-11-11 07:57:04
2019-11-11 15:57:34,2019-11-11 16:17:24
2019-11-11 22:02:53,2019-11-11 22:08:20
2019-11-11 22:25:08,2019-11-11 22:30:09
2019-11-12 03:21:13,2019-11-12 03:29:58
2019-11-12 16:57:26,2019-11-12 17:05:37
2019-11-13 07:25:30,2019-11-13 07:47:33
2019-11-13 15:23:59,2019-11-13 15:46:10
2019-11-13 23:17:56,2019-11-13 23:35:10
2019-11-14 03:30:34,2019-11-14 03:32:35
2019-11-14 03:34:06,2019-11-14 03:40:07
2019-11-14 20:06:39,2019-11-14 20:13:50
2019-11-15 21:21:40,2019-11-15 21:27:04
2019-11-16 10:34:40,2019-11-16 10:57:32
2019-11-16 13:26:37,2019-11-16 13:39:48
2019-11-17 00:05:09,2019-11-17 00:27:06
2019-11-17 06:59:53,2019-11-17 07:10:07
2019-11-17 08:24:03,2019-11-17 08:32:14
2019-11-17 10:20:25,2019-11-17 10:25:13
2019-11-18 07:13:03,2019-11-18 07:26:04
2019-11-18 18:02:06,2019-11-18 18:22:54
2019-11-18 18:32:13,2019-11-18 18:40:31
2019-11-18 20:00:10,2019-11-18 20:16:41
2019-11-19 08:25:54,2019-11-19 08:46:31
2019-11-19 18:43:43,2019-11-19 19:02:23
2019-11-19 21:37:18,2019-11-19 21:55:20
2019-11-19 22:22:30,2019-11-19 22:29:19
2019-11-20 01:04:50,2019-11-20 01:26:05
2019-11-20 02:13:50,2019-11-20 02:17:48
2019-11-20 03:17:27,2019-11-20 03:26:29
2019-11-20 05:48:40,2019-11-20 06:03:16
2019-11-20 07:08:19,2019-11-20 07:14:35
2019-11-20 18:26:46,2019-11-20 18:41:52
2019-11-21 01:30:10,2019-11-21 01:50:28
2019-11-21 08:46:56,2019-11-21 09:04:13
2019-11-21 09:16:37,2019-11-21 09:31:44
2019-11-21 12:10:42,2019-11-21 12:14:44
2019-11-21 19:01:10,2019-11-21 19:07:08
2019-11-22 08:15:39,2019-11-22 08:32:05
2019-11-22 14:05:47,2019-11-22 14:10:42
2019-11-22 15:07:57,2019-11-22 15:29:18
2019-11-22 19:11:04,2019-11-22 19:30:04
2019-11-22 20:07:16,2019-11-22 20:17:53
2019-11-23 01:23:04,2019-11-23 01:30:21
2019-11-23 02:58:49,2019-11-23 03:07:37
2019-11-23 03:10:23,2019-11-23 03:15:28
2019-11-23 08:14:59,2019-11-23 08:31:04
2019-11-23 11:43:11,2019-11-23 11:52:14
2019-11-23 12:23:18,2019-11-23 12:33:39
2019-11-23 17:52:50,2019-11-23 18:15:24
2019-11-24 05:30:09,2019-11-24 05:35:48
